sample_id,user_id,overall,intonation,tone,timing,technique,rejected,timestamp
337d1d8f_1,adnan19,4,4,5,4,4,False,2025-12-19T16:07:05.380132
e2bf9fb4_13,adnan19,2,2,3,2,3,False,2025-12-19T16:07:29.300890
56ab2455_1,adnan19,2,1,1,3,2,False,2025-12-19T16:07:44.388506
fcc7433b_12,adnan19,4,2,3,4,3,False,2025-12-19T16:08:04.644938
e2bf9fb4_30,adnan19,2,2,2,4,3,False,2025-12-19T16:10:05.280564
103760c9_12,adnan19,3,3,3,3,3,False,2025-12-19T16:13:20.550321
aecb3945_39,adnan19,4,5,4,4,3,False,2025-12-19T16:13:40.789377
98c36515_3,adnan19,3,3,4,4,4,False,2025-12-19T16:14:21.686417
73c40361_9,adnan19,3,2,4,3,3,False,2025-12-19T16:14:48.900478
ea7a0339_13,adnan19,,,,,,True,2025-12-19T16:15:02.991571
f7e17973_1,adnan19,2,3,2,3,2,False,2025-12-19T16:15:20.831308
