sample_id,user_id,overall,intonation,tone,timing,technique,rejected,timestamp
c2da0567_3,mmm,1,2,3,4,5,False,2025-12-07T23:17:51.447225
5d37668b_30,mmm,,,,,,True,2025-12-07T23:18:11.251905
3ced077e_23,mmm,,,,,,True,2025-12-07T23:18:11.715674
77dbaa3e_13,mmm,,,,,,True,2025-12-07T23:18:12.115738
c734fdb8_19,mmm,,,,,,True,2025-12-07T23:18:12.667946
16942b49_9,mmm,,,,,,True,2025-12-07T23:18:12.861361
e1a1909a_2,mmm,,,,,,True,2025-12-07T23:18:13.055466
aecb3945_0,mmm,,,,,,True,2025-12-07T23:18:13.413547
7728d41e_24,mmm,,,,,,True,2025-12-07T23:18:13.859891
77dbaa3e_25,mmm,,,,,,True,2025-12-07T23:18:14.203369
