sample_id,user_id,overall,intonation,tone,timing,technique,rejected,timestamp
be634a7c_8,awd,,,,,,True,2025-12-07T23:07:12.151052
aecb3945_11,awd,,,,,,True,2025-12-07T23:07:23.932030
73c40361_16,awd,3,4,4,4,4,False,2025-12-07T23:08:07.288136
337d1d8f_16,awd,,,,,,True,2025-12-07T23:08:14.326679
aecb3945_19,awd,,,,,,True,2025-12-07T23:08:19.158237
103760c9_21,awd,,,,,,True,2025-12-07T23:08:21.042388
5d37668b_38,awd,,,,,,True,2025-12-07T23:08:22.568093
77dbaa3e_9,awd,,,,,,True,2025-12-07T23:08:26.317374
d134069e_14,awd,,,,,,True,2025-12-07T23:08:28.800337
499e4ffc_3,awd,1,2,3,4,3,False,2025-12-07T23:08:42.040926
c734fdb8_41,awd,,,,,,True,2025-12-07T23:08:49.719819
77dbaa3e_4,awd,,,,,,True,2025-12-07T23:12:17.572364
73c40361_9,awd,3,2,4,4,4,False,2025-12-07T23:12:54.582158
f47445f8_0,awd,2,1,2,2,3,False,2025-12-07T23:13:09.222324
